year,center,drug_generic,drug_brand,sponsor,modality,target,indication,accelerated,breakthrough,fast_track,priority_review,orphan,first_in_class,nelson_tier,tier_evidence_url,source_url,notes
2023,CDER,omaveloxolone,Skyclarys,Reata,small_molecule,NRF2,Friedreich's ataxia,,,,,TRUE,TRUE,T4,https://www.omim.org/entry/229300,https://doi.org/10.1038/d41573-024-00001-x,first_therapy_for_Friedreich_ataxia; nelson:Disease gene is FXN; mechanistic
2023,CDER,palovarotene,Sohonos,Ipsen,small_molecule,RAR gamma,Fibrodysplasia ossificans progressiva,,,,TRUE,TRUE,TRUE,T4,https://platform.opentargets.org/target/ENSG00000172819,https://doi.org/10.1038/d41573-024-00001-x,first_therapy_for_FOP; nelson:Palovarotene; ACVR1 is the causal FOP gene
2023,CDER,pegunigalsidase alfa,Elfabrio,Chiesi,protein_or_enzyme,alpha-galactosidase A,Fabry disease,,,,,,,T1,https://www.omim.org/entry/301500,https://doi.org/10.1038/d41573-024-00001-x,flags_from=PMC11428688; nelson:GLA mutations cause Fabry disease; enzyme replacement direction matches
2023,CDER,perfluorohexyloctane,Miebo,Bausch + Lomb/Novaliq,other,tear film lipid layer (physical),Dry eye disease,,,,,,,T0,https://en.wikipedia.org/wiki/Perfluorohexyloctane,https://doi.org/10.1038/d41573-024-00001-x,mt:Semifluorinated alkane; ocular surface physical agent
2023,CDER,pirtobrutinib,Jaypirca,Eli Lilly,small_molecule,BTK,Mantle cell lymphoma; chronic lymphocytic leukemia,TRUE,,,,TRUE,,T0,https://platform.opentargets.org/target/ENSG00000010671,https://doi.org/10.1038/d41573-024-00001-x,first_non-covalent_BTK_inhibitor; nelson:BTK loss causes XLA (immunodeficiency); MCL genetics do not implicate BTK germline
2023,CDER,pozelimab,Veopoz,Regeneron,mAb,C5,CD55-deficient protein-losing enteropathy (CHAPLE disease),,,,,TRUE,TRUE,T1,https://www.omim.org/entry/300818,https://doi.org/10.1038/d41573-024-00001-x,first_therapy_for_CHAPLE; nelson:PNH pathophysiology genetically tied to complement; C5 blockade rationale
2023,CDER,quizartinib,Vanflyta,Daiichi Sankyo,small_molecule,FLT3,FLT3-ITD acute myeloid leukemia,,,,TRUE,TRUE,,T2,https://www.opentargets.org/,https://doi.org/10.1038/d41573-024-00001-x,nelson:Somatic coding driver
2023,CDER,repotrectinib,Augtyro,Bristol Myers Squibb,small_molecule,ROS1/NTRK,ROS1-positive non-small cell lung cancer,,TRUE,,TRUE,TRUE,,T2,https://www.opentargets.org/,https://doi.org/10.1038/d41573-024-00001-x,nelson:Somatic driver
2023,CDER,retifanlimab,Zynyz,Incyte,mAb,PD-1,Metastatic or recurrent Merkel cell carcinoma,TRUE,,,,TRUE,,T0,https://platform.opentargets.org/target/ENSG00000188389,https://doi.org/10.1038/d41573-024-00001-x,flags_from=PMC11428688; nelson:Checkpoint inhibitor mechanism
2023,CDER,rezafungin,Rezzayo,Cidara/Melinta,peptide,"beta-1,3-D-glucan synthase",Candidemia and invasive candidiasis,,,,,TRUE,,T0,NA,https://doi.org/10.1038/d41573-024-00001-x,echinocandin; nelson:Rezafungin; fungal cell wall enzyme
2023,CDER,ritlecitinib,Litfulo,Pfizer,small_molecule,JAK3/TEC,Severe alopecia areata,,,,,,,T2,https://platform.opentargets.org/target/ENSG00000105639,https://doi.org/10.1038/d41573-024-00001-x,nelson:Alopecia areata GWAS implicates JAK/STAT pathway (IL2RA CTLA4 etc); JAK inhibition supported
2023,CDER,rozanolixizumab,Rystiggo,UCB,mAb,FcRn,Generalized myasthenia gravis,,,,,TRUE,,T4,https://platform.opentargets.org/target/ENSG00000104870,https://doi.org/10.1038/d41573-024-00001-x,flags_from=PMC11428688; nelson:FCGRT/FcRn recycles IgG; MG is autoimmune driven by AChR autoantibodies; mechanism-based not genetic
2023,CDER,somatrogon,Ngenla,Pfizer,protein_or_enzyme,growth hormone receptor,Pediatric growth hormone deficiency,,,,,TRUE,,T1,https://www.omim.org/entry/262500,https://doi.org/10.1038/d41573-024-00001-x,flags_from=PMC11428688; nelson:Mendelian (Laron); GHR-agonist rationale via GH axis
2023,CDER,sotagliflozin,Inpefa,Lexicon,small_molecule,SGLT1/SGLT2,Heart failure and CKD/type 2 diabetes,,,,,,,T1,https://www.omim.org/entry/233100,https://doi.org/10.1038/d41573-024-00001-x,nelson:Sotagliflozin; Mendelian evidence for both transporters
2023,CDER,sparsentan,Filspari,Travere,small_molecule,ETAR/AT1R,IgA nephropathy,TRUE,,,,TRUE,TRUE,T4,https://platform.opentargets.org/target/ENSG00000144891,https://doi.org/10.1038/d41573-024-00001-x,first_dual_ET_AT1_antagonist; nelson:Endothelin and angiotensin pathways in kidney; IgAN genetics implicates HLA and complement not EDNRA/AGTR1
2023,CDER,sulbactam and durlobactam,Xacduro,Innoviva/Entasis,small_molecule,beta-lactamase,Hospital-acquired and ventilator-associated bacterial pneumonia due to Acinetobacter baumannii,,,,,,,T0,NA,https://doi.org/10.1038/d41573-024-00001-x,nelson:Target is bacterial enzyme; no human genetics
2023,CDER,talquetamab,Talvey,Janssen,bispecific_mAb,GPRC5D/CD3,Relapsed/refractory multiple myeloma,,,,,TRUE,TRUE,T0,https://www.opentargets.org/,https://doi.org/10.1038/d41573-024-00001-x,first_GPRC5D_targeting_agent; nelson:Antigen-directed
2023,CDER,taurolidine and heparin,Defencath,CorMedix,small_molecule,antimicrobial/anticoagulant lock,Catheter lock solution for hemodialysis patients,,,,TRUE,,,T0,https://en.wikipedia.org/wiki/Taurolidine,https://doi.org/10.1038/d41573-024-00001-x,mt:Catheter lock; antimicrobial + anticoagulant combo
2023,CDER,tofersen,Qalsody,Biogen,oligonucleotide_ASO,SOD1,SOD1-ALS,TRUE,,,,TRUE,,T1,https://www.omim.org/entry/105400,https://doi.org/10.1038/d41573-024-00001-x,nelson:Tofersen; SOD1 mutations cause familial ALS
2023,CDER,toripalimab,Loqtorzi,Coherus,mAb,PD-1,Recurrent/metastatic nasopharyngeal carcinoma,,,,,TRUE,,T0,https://platform.opentargets.org/target/ENSG00000188389,https://doi.org/10.1038/d41573-024-00001-x,flags_from=PMC11428688; nelson:Checkpoint inhibitor mechanism
2023,CDER,trofinetide,Daybue,Acadia,peptide,IGF-1 (GPE tripeptide analog),Rett syndrome,,,,,TRUE,TRUE,T2,https://en.wikipedia.org/wiki/Trofinetide,https://doi.org/10.1038/d41573-024-00001-x,first_therapy_for_Rett_syndrome; mt:Synthetic analog of glypromate (Gly-Pro-Glu) from IGF-1
2023,CDER,vamorolone,Agamree,Santhera/Catalyst,small_molecule,glucocorticoid receptor,Duchenne muscular dystrophy,,,,,TRUE,,T0,https://platform.opentargets.org/target/ENSG00000113580,https://doi.org/10.1038/d41573-024-00001-x,nelson:Vamorolone acts on NR3C1; DMD is DMD gene disease; GR itself has no DMD genetics
2023,CDER,velmanase alfa,Lamzede,Chiesi,protein_or_enzyme,alpha-mannosidase,Non-CNS manifestations of alpha-mannosidosis,,,,,TRUE,,T1,https://www.omim.org/entry/248500,https://doi.org/10.1038/d41573-024-00001-x,flags_from=PMC11428688; nelson:Classic Mendelian ERT
2023,CDER,zavegepant,Zavzpret,Pfizer,small_molecule,CGRP receptor,Acute treatment of migraine,,,,,,,T2,https://platform.opentargets.org/target/ENSG00000064989,https://doi.org/10.1038/d41573-024-00001-x,first_intranasal_CGRP_antagonist; nelson:CALCRL/RAMP1 GWAS loci for migraine; strong genetic support
2023,CDER,zilucoplan,Zilbrysq,UCB,peptide,C5,Generalized myasthenia gravis,,,,,TRUE,,T1,https://www.omim.org/entry/300818,https://doi.org/10.1038/d41573-024-00001-x,nelson:PNH pathophysiology genetically tied to complement; C5 blockade rationale
2023,CDER,zuranolone,Zurzuvae,Sage/Biogen,small_molecule,GABAA,Postpartum depression,,,,TRUE,,,T4,https://www.opentargets.org/,https://doi.org/10.1038/d41573-024-00001-x,nelson:Related-trait
2022,CBER,betibeglogene autotemcel,Zynteglo,bluebird bio,ex_vivo_gene_therapy,HBB,Beta-thalassemia requiring regular red blood cell transfusions,,,,,,TRUE,T1,https://www.omim.org/entry/603903,https://www.fda.gov/vaccines-blood-biologics/cellular-gene-therapy-products/approved-cellular-and-gene-therapy-products,Lentiviral ex vivo gene therapy; nelson:Classic Mendelian
2022,CBER,ciltacabtagene autoleucel,Carvykti,Janssen Biotech / Legend Biotech,CAR_T,BCMA,Relapsed or refractory multiple myeloma,,,,,,,T0,https://platform.opentargets.org/target/ENSG00000048462,https://www.fda.gov/vaccines-blood-biologics/cellular-gene-therapy-products/approved-cellular-and-gene-therapy-products,nelson:Antigen-directed CAR/ADC target
2022,CBER,elivaldogene autotemcel,Skysona,bluebird bio,ex_vivo_gene_therapy,ABCD1,Early active cerebral adrenoleukodystrophy in boys,,,,,,TRUE,T1,https://www.omim.org/entry/300100,https://www.fda.gov/vaccines-blood-biologics/cellular-gene-therapy-products/approved-cellular-and-gene-therapy-products,Lentiviral ex vivo gene therapy; nelson:Elivaldogene autotemcel; ABCD1 is causal
2022,CBER,etranacogene dezaparvovec-drlb,Hemgenix,CSL Behring / uniQure,AAV_gene_therapy,F9,Hemophilia B (Factor IX deficiency),,,,,,TRUE,T1,https://www.omim.org/entry/306900,https://www.fda.gov/vaccines-blood-biologics/cellular-gene-therapy-products/approved-cellular-and-gene-therapy-products,First AAV gene therapy for hemophilia B; nelson:Classic Mendelian match
2022,CBER,nadofaragene firadenovec-vncg,Adstiladrin,Ferring Pharmaceuticals,other_cell_therapy,IFNA2,BCG-unresponsive non-muscle invasive bladder cancer with carcinoma in situ,,,,,,TRUE,T0,https://platform.opentargets.org/target/ENSG00000188379,https://www.fda.gov/vaccines-blood-biologics/cellular-gene-therapy-products/approved-cellular-and-gene-therapy-products,Non-replicating adenoviral vector-based gene therapy; nelson:Interferon alpha immunotherapy; no bladder cancer genetics link
2022,CDER,abrocitinib,Cibinqo,Pfizer,small_molecule,JAK1,Moderate-to-severe atopic dermatitis,,TRUE,,TRUE,,,T2,https://www.opentargets.org/,https://doi.org/10.1038/d41573-023-00001-3,flags_from=PMC10475455; nelson:GWAS-supported pathway
2022,CDER,adagrasib,Krazati,Mirati,small_molecule,KRAS,NSCLC with KRAS G12C mutation,TRUE,,,,TRUE,,T2,https://www.opentargets.org/,https://doi.org/10.1038/d41573-023-00001-3,flags_from=PMC10475455; nelson:Somatic coding driver
2022,CDER,anacaulase,NexoBrid,MediWound,protein_or_enzyme,bromelain proteolytic enzyme,Eschar removal in adults with deep partial thickness and/or full thickness thermal burns,,,,,TRUE,,T0,https://en.wikipedia.org/wiki/Bromelain,https://doi.org/10.1038/d41573-023-00001-3,mt:Proteolytic enzyme mixture for eschar debridement
2022,CDER,daridorexant,Quviviq,Idorsia,small_molecule,OX1R/OX2R,Adult insomnia,,,,TRUE,,,T4,https://platform.opentargets.org/target/ENSG00000135312,https://doi.org/10.1038/d41573-023-00001-3,flags_from=PMC10475455; nelson:DORAs (suvorexant/lemborexant); HCRT/orexin deficiency causes narcolepsy
2022,CDER,daxibotulinumtoxinA,Daxxify,Revance,protein_or_enzyme,SNAP-25,Moderate to severe glabellar lines,,,,,,,T0,https://platform.opentargets.org/target/ENSG00000132639,https://doi.org/10.1038/d41573-023-00001-3,botulinum_toxin; nelson:Botulinum toxin cleaves SNAP-25; no human genetic link to indication
2022,CDER,deucravacitinib,Sotyktu,Bristol Myers Squibb,small_molecule,TYK2,Plaque psoriasis,,TRUE,,TRUE,,TRUE,T2,https://www.opentargets.org/target/ENSG00000105397,https://doi.org/10.1038/d41573-023-00001-3,flags_from=PMC10475455; first_TYK2_inhibitor; nelson:Landmark matched-trait coding evidence
2022,CDER,eflapegrastim,Rolvedon,Spectrum,protein_or_enzyme,G-CSF receptor,Febrile neutropenia prevention,,,,,,,T1,https://www.omim.org/entry/202700,https://doi.org/10.1038/d41573-023-00001-3,nelson:CSF3R mutations cause severe congenital neutropenia; G-CSF replacement/agonism
2022,CDER,faricimab,Vabysmo,Genentech,bispecific_mAb,VEGF-A/Ang-2,Neovascular AMD and diabetic macular edema,,,,,,TRUE,T3,https://platform.opentargets.org/target/ENSG00000112715,https://doi.org/10.1038/d41573-023-00001-3,first_bispecific_for_ophthalmology; nelson:Faricimab; VEGFA has some AMD GWAS but ARMS2/HTRA1/CFH dominant
2022,CDER,futibatinib,Lytgobi,Taiho,small_molecule,FGFR2,Intrahepatic cholangiocarcinoma with FGFR2 fusions,TRUE,TRUE,,,,,T0,https://platform.opentargets.org/target/ENSG00000066468,https://doi.org/10.1038/d41573-023-00001-3,flags_from=PMC10475455; nelson:Somatic FGFR2 fusions define the biomarker subgroup
2022,CDER,gadopiclenol,Elucirem,Guerbet,other,,MRI contrast agent,,,,TRUE,,,T0,https://en.wikipedia.org/wiki/Gadopiclenol,https://doi.org/10.1038/d41573-023-00001-3,flags_from=PMC10475455; imaging_agent; mt:Gadolinium MRI contrast agent
2022,CDER,ganaxolone,Ztalmy,Marinus,small_molecule,GABAA,Seizures associated with CDKL5 deficiency disorder,,TRUE,,,,,T4,https://www.opentargets.org/,https://doi.org/10.1038/d41573-023-00001-3,flags_from=PMC10475455; nelson:Related-trait
2022,CDER,lenacapavir,Sunlenca,Gilead,small_molecule,HIV-1 capsid,Multidrug-resistant HIV-1,TRUE,TRUE,TRUE,TRUE,,,T0,https://platform.opentargets.org/target/HIV,https://doi.org/10.1038/d41573-023-00001-3,flags_from=PMC10475455; nelson:Viral capsid target; no human genetics
2022,CDER,mavacamten,Camzyos,MyoKardia,small_molecule,cardiac myosin,Obstructive hypertrophic cardiomyopathy,,TRUE,,,,TRUE,T1,https://www.omim.org/entry/192600,https://doi.org/10.1038/d41573-023-00001-3,flags_from=PMC10475455; first_cardiac_myosin_inhibitor; nelson:Classic Mendelian (sarcomeric HCM)
2022,CDER,mirvetuximab soravtansine,Elahere,ImmunoGen,ADC,FOLR1,Platinum-resistant ovarian cancer,TRUE,,,,,,T0,https://platform.opentargets.org/target/ENSG00000110195,https://doi.org/10.1038/d41573-023-00001-3,folate_receptor_alpha_targeted_ADC; nelson:Mirvetuximab soravtansine
2022,CDER,mitapivat,Pyrukynd,Agios,small_molecule,PKR,Hemolytic anemia in pyruvate kinase deficiency,TRUE,TRUE,,,,TRUE,T1,https://www.omim.org/entry/266200,https://doi.org/10.1038/d41573-023-00001-3,flags_from=PMC10475455; first_PK_activator; nelson:PKLR mutations cause pyruvate kinase deficiency; mitapivat activates PK
2022,CDER,mosunetuzumab,Lunsumio,Genentech,bispecific_mAb,CD20/CD3,Relapsed/refractory follicular lymphoma,TRUE,,,,TRUE,,T0,https://platform.opentargets.org/target/ENSG00000156738,https://doi.org/10.1038/d41573-023-00001-3,nelson:Antigen-directed; no genetic driver
2022,CDER,olipudase alfa,Xenpozyme,Sanofi,protein_or_enzyme,acid sphingomyelinase,Acid sphingomyelinase deficiency,,TRUE,TRUE,,TRUE,TRUE,T1,https://www.omim.org/entry/607616,https://doi.org/10.1038/d41573-023-00001-3,nelson:Classic Mendelian ERT
2022,CDER,olutasidenib,Rezlidhia,Forma,small_molecule,IDH1,Relapsed/refractory acute myeloid leukemia with IDH1 mutation,TRUE,TRUE,,,,,T1,https://www.omim.org/entry/147700,https://doi.org/10.1038/d41573-023-00001-3,flags_from=PMC10475455; nelson:IDH1 R132 somatic mutations drive gliomas; drug targets mutant allele
2022,CDER,omidenepag isopropyl,Omlonti,Kythera,small_molecule,EP2,Glaucoma / ocular hypertension,,,,TRUE,,,T0,https://platform.opentargets.org/target/ENSG00000125384,https://doi.org/10.1038/d41573-023-00001-3,flags_from=PMC10475455; nelson:Omidenepag; POAG GWAS points to MYOC/TMCO1 not EP2
2022,CDER,oteseconazole,Vivjoa,Mycovia,small_molecule,CYP51,Recurrent vulvovaginal candidiasis,,,,TRUE,,,T0,https://platform.opentargets.org/target/Candida,https://doi.org/10.1038/d41573-023-00001-3,flags_from=PMC10475455; nelson:Fungal CYP51 target; no human genetic link
2022,CDER,pacritinib,Vonjo,CTI BioPharma,small_molecule,JAK2/FLT3,Myelofibrosis,TRUE,,,,,,T2,https://www.opentargets.org/,https://doi.org/10.1038/d41573-023-00001-3,flags_from=PMC10475455; nelson:Somatic coding driver
2022,CDER,relatlimab,Opdualag,Bristol Myers Squibb,mAb,LAG-3,Unresectable or metastatic melanoma (fixed-dose with nivolumab),,,,,,TRUE,T0,https://platform.opentargets.org/target/ENSG00000089692,https://doi.org/10.1038/d41573-023-00001-3,first_anti_LAG3_mAb; nelson:Relatlimab; checkpoint inhibitor mechanism
2022,CDER,sodium phenylbutyrate and taurursodiol,Relyvrio,Amylyx,small_molecule,ER stress / mitochondrial pathways,Amyotrophic lateral sclerosis,TRUE,TRUE,,,,,T2,https://en.wikipedia.org/wiki/AMX0035,https://doi.org/10.1038/d41573-023-00001-3,flags_from=PMC10475455; mt:Combination targeting ER stress + mitochondrial dysfunction
2022,CDER,spesolimab,Spevigo,Boehringer Ingelheim,mAb,IL-36R,Generalized pustular psoriasis flares,,,,,TRUE,TRUE,T1,https://www.omim.org/entry/614204,https://doi.org/10.1038/d41573-023-00001-3,first_IL36R_antagonist; nelson:IL36RN loss-of-function causes DITRA/GPP; spesolimab blocks IL-36R; direction matches
2022,CDER,sutimlimab,Enjaymo,Sanofi,mAb,C1s,Cold agglutinin disease,,,,,,TRUE,T4,not causal genetics),https://doi.org/10.1038/d41573-023-00001-3,first_anti_C1s_mAb; nelson:https://www.opentargets.org/
2022,CDER,tapinarof,Vtama,Dermavant,small_molecule,AHR,Plaque psoriasis,,,,TRUE,,,T0,https://platform.opentargets.org/target/ENSG00000106546,https://doi.org/10.1038/d41573-023-00001-3,flags_from=PMC10475455; nelson:Tapinarof; no causal AHR genetics in psoriasis
2022,CDER,tebentafusp,Kimmtrak,Immunocore,other,gp100/CD3,Metastatic uveal melanoma,,TRUE,,,,TRUE,T0,https://platform.opentargets.org/target/ENSG00000185664,https://doi.org/10.1038/d41573-023-00001-3,bispecific_TCR_CD3_fusion_first_in_class; nelson:gp100 melanoma antigen; tebentafusp bispecific; no genetic disease link
2022,CDER,teclistamab,Tecvayli,Janssen,bispecific_mAb,BCMA/CD3,Relapsed/refractory multiple myeloma,TRUE,,,,TRUE,,T0,https://platform.opentargets.org/target/ENSG00000048462,https://doi.org/10.1038/d41573-023-00001-3,nelson:Antigen-directed
2022,CDER,teplizumab,Tzield,Provention Bio,mAb,CD3,Delay of stage 3 type 1 diabetes,,TRUE,,,TRUE,TRUE,T4,https://www.opentargets.org/,https://doi.org/10.1038/d41573-023-00001-3,first_disease_modifying_T1D_therapy; nelson:Related pathway
2022,CDER,terlipressin,Terlivaz,Octapharma,peptide,V1a receptor,Hepatorenal syndrome,,,TRUE,TRUE,,,T0,https://platform.opentargets.org/target/ENSG00000166148,https://doi.org/10.1038/d41573-023-00001-3,flags_from=PMC10475455; nelson:Terlipressin; AVPR1A not causal HRS gene
2022,CDER,tirzepatide,Mounjaro,Eli Lilly,peptide,GIP/GLP-1,Type 2 diabetes,,,,,,TRUE,T2,https://platform.opentargets.org/target/ENSG00000112164,https://doi.org/10.1038/d41573-023-00001-3,first_dual_GIP_GLP1_agonist; nelson:GIPR and GLP1R coding variants associated with T2D/BMI in GWAS
2022,CDER,tremelimumab,Imjudo,AstraZeneca,mAb,CTLA-4,Unresectable hepatocellular carcinoma (in combination with durvalumab),,,,,,,T0,https://www.opentargets.org/target/ENSG00000163599,https://doi.org/10.1038/d41573-023-00001-3,nelson:Checkpoint immuno-oncology; no HCC genetics
2022,CDER,ublituximab,Briumvi,TG Therapeutics,mAb,CD20,Relapsing multiple sclerosis,,,,,,,T0,https://platform.opentargets.org/target/ENSG00000156738,https://doi.org/10.1038/d41573-023-00001-3,nelson:B-cell lineage marker (MS4A1)
2022,CDER,vipivotide tetraxetan,Pluvicto,Novartis,other,PSMA,Metastatic castration-resistant prostate cancer,TRUE,TRUE,,,,,T0,https://platform.opentargets.org/target/ENSG00000086205,https://doi.org/10.1038/d41573-023-00001-3,flags_from=PMC10475455; radiopharmaceutical_177Lu; nelson:FOLH1/PSMA used as tumor-targeting antigen; no human genetics linking gene to prostate cancer risk
2022,CDER,vonoprazan,Voquezna Triple Pak,Takeda,small_molecule,H+/K+-ATPase,Helicobacter pylori infection (in combination with amoxicillin and clarithromycin),,,,TRUE,,,T0,https://platform.opentargets.org/target/ENSG00000105675,https://doi.org/10.1038/d41573-023-00001-3,flags_from=PMC10475455; nelson:Vonoprazan; H. pylori pathogen target combo
2022,CDER,vutrisiran,Amvuttra,Alnylam,oligonucleotide_siRNA,TTR,Polyneuropathy of hereditary transthyretin-mediated amyloidosis,,,,,,,T1,https://www.omim.org/entry/176300,https://doi.org/10.1038/d41573-023-00001-3,nelson:TTR variants cause hereditary ATTR amyloidosis; direction matches (loss-of-function/knockdown therapeutic)
2022,CDER,xenon Xe-129 hyperpolarized,Xenoview,Polarean,other,,Pulmonary MRI imaging,,,,,,,T0,https://en.wikipedia.org/wiki/Hyperpolarized_xenon-129_MRI,https://doi.org/10.1038/d41573-023-00001-3,imaging_agent; mt:Hyperpolarized gas MRI contrast
2021,CBER,allogeneic cultured keratinocytes and fibroblasts in murine collagen-dsat,Stratagraft,Mallinckrodt Pharmaceuticals,other_cell_therapy,allogeneic keratinocytes+fibroblasts,Adults with thermal burns containing intact dermal elements,,,,,,,T0,https://www.fda.gov/vaccines-blood-biologics/cellular-gene-therapy-products,https://www.fda.gov/vaccines-blood-biologics/cellular-gene-therapy-products/approved-cellular-and-gene-therapy-products,mt:Bilayered cell therapy for thermal burns; no molecular target
2021,CBER,allogeneic processed thymus tissue-agdc,Rethymic,Enzyvant Therapeutics,other_cell_therapy,thymic epithelium (cell therapy; replaces FOXN1-deficient thymus),Immune reconstitution in pediatric patients with congenital athymia,,,,,,TRUE,T1,https://www.omim.org/entry/601705,https://www.fda.gov/vaccines-blood-biologics/cellular-gene-therapy-products/approved-cellular-and-gene-therapy-products,mt:Congenital athymia largely caused by FOXN1 Mendelian loss-of-function; cell therapy replaces missing organ
2021,CBER,idecabtagene vicleucel,Abecma,Bristol-Myers Squibb / bluebird bio,CAR_T,BCMA,Relapsed or refractory multiple myeloma,,,,,,TRUE,T0,https://platform.opentargets.org/target/ENSG00000048462,https://www.fda.gov/vaccines-blood-biologics/cellular-gene-therapy-products/approved-cellular-and-gene-therapy-products,First BCMA-directed CAR-T; nelson:Antigen-directed CAR/ADC target
2021,CBER,lisocabtagene maraleucel,Breyanzi,Juno Therapeutics / Bristol-Myers Squibb,CAR_T,CD19,Relapsed or refractory large B-cell lymphoma,,,,,,,T0,https://platform.opentargets.org/target/ENSG00000177455,https://www.fda.gov/vaccines-blood-biologics/cellular-gene-therapy-products/approved-cellular-and-gene-therapy-products,nelson:B-cell lineage marker; CAR-T target not genetically linked to lymphoma
2021,CDER,aducanumab - avwa,Aduhelm,Biogen/Eisai,mAb,amyloid-beta,To treat Alzheimer’s disease,TRUE,FALSE,,TRUE,TRUE,,T1,https://www.omim.org/entry/104300,https://web.archive.org/web/20241127190832/https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2021,approval_date=2021-06-07; nda_bla=761178; nelson:APP mutations cause familial AD (aducanumab/lecanemab target Abeta)
2021,CDER,amivantamab-vmjw,Rybrevant,J&J,bispecific_mAb,EGFR x MET,To treat a subset of non-small cell lung cancer,FALSE,FALSE,,TRUE,TRUE,,T1,https://www.omim.org/entry/131550,https://web.archive.org/web/20241127190832/https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2021,approval_date=2021-05-21; nda_bla=761210; nelson:EGFR/MET somatic alterations drive NSCLC subsets; amivantamab bispecific
2021,CDER,anifrolumab-fnia,Saphnelo,AstraZeneca,mAb,IFNAR1,To treat moderate-to severe systemic lupus erythematousus along with standard therapy,FALSE,FALSE,,TRUE,TRUE,,T2,https://www.opentargets.org/,https://web.archive.org/web/20241127190832/https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2021,approval_date=2021-07-30; nelson:Matched-pathway GWAS
2021,CDER,asciminib,Scemblix,Novartis,small_molecule,ABL/BCR-ABL1 (myristoyl pocket),To treat Philadelphia chromosome-positive chronic myeloid leukemia with disease that meets certain criteria,FALSE,FALSE,,FALSE,FALSE,,T1,https://www.omim.org/entry/608232,https://web.archive.org/web/20241127190832/https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2021,approval_date=2021-10-29; mt:BCR-ABL1 fusion is the causative somatic driver of CML; myristoyl-pocket allosteric inhibitor directly targets it
2021,CDER,asparaginase erwinia chrysanthemi,Rylaze,Jazz,protein_or_enzyme,asparagine,"To treat acute lymphoblastic leukemia and lymphoblastic lymphoma in patients who are allergic to E. coli-derived asparaginase products, as a component of a chemotherapy regimen",FALSE,FALSE,,TRUE,TRUE,,T0,https://platform.opentargets.org/target/ENSG00000070669,https://web.archive.org/web/20241127190832/https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2021,approval_date=2021-06-30; nda_bla=761179; nelson:Asparaginase depletes asparagine; no human gene target
2021,CDER,atogepant,Qulipta,AbbVie,small_molecule,CGRP receptor,To prevent episodic migraines,FALSE,FALSE,,FALSE,FALSE,,T2,https://platform.opentargets.org/target/ENSG00000064989,https://web.archive.org/web/20241127190832/https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2021,approval_date=2021-09-28; nda_bla=215206; nelson:CALCRL/RAMP1 GWAS loci for migraine; strong genetic support
2021,CDER,avacopan,Tavneos,ChemoCentryx,small_molecule,C5a receptor,"To treat severe active anti-neutrophil cytoplasmic autoantibody-associated vasculitis (granulomatosis with polyangiitis and microscopic polyangiitis) in combination with standard therapy, including glucocorticoids",FALSE,FALSE,,TRUE,FALSE,,T4,https://www.opentargets.org/,https://web.archive.org/web/20241127190832/https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2021,approval_date=2021-10-07; nda_bla=214487; nelson:Related pathway
2021,CDER,avalglucosidase alfa-ngpt,Nexviazyme,Sanofi,protein_or_enzyme,alpha-glucosidase (GAA),To treat late-onset Pompe disease,FALSE,FALSE,TRUE,TRUE,TRUE,,T1,https://www.omim.org/entry/232300,https://web.archive.org/web/20241127190832/https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2021,approval_date=2021-08-06; nda_bla=761194; nelson:Cipaglucosidase/avalglucosidase alfa; GAA is causal
2021,CDER,belumosudil,Rezurock,Kadmon,small_molecule,ROCK2,To treat chronic graft-versus-host disease after failure of at least two prior lines of systemic therapy,FALSE,FALSE,,TRUE,TRUE,,T0,https://platform.opentargets.org/target/ENSG00000134318,https://web.archive.org/web/20241127190832/https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2021,approval_date=2021-07-16; nda_bla=214783; nelson:Belumosudil ROCK2 inhibitor; no cGVHD genetics implicating ROCK2
2021,CDER,belzutifan,Welireg,Merck & Co.,small_molecule,HIF-2alpha,To treat von Hippel-Lindau disease under certain conditions,FALSE,FALSE,,TRUE,TRUE,,T1,https://www.omim.org/entry/193300,https://web.archive.org/web/20241127190832/https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2021,approval_date=2021-08-13; nda_bla=215383; nelson:Mendelian VHL; HIF2a is the direct downstream effector
2021,CDER,cabotegravir and rilpivirine,Cabenuva,ViiV,small_molecule,HIV integrase (INSTI) + HIV RT (NNRTI),To treat HIV,FALSE,FALSE,,FALSE,FALSE,,T0,https://en.wikipedia.org/wiki/Cabotegravir,https://web.archive.org/web/20241127190832/https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2021,approval_date=2021-01-21; nda_bla=212888; mt:Antivirals; targets viral proteins not human
